板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
中小板,广东猛狮新能源科技股份有限公司,"Guangdong Dynavolt Renewable Energy Technology Co.,Ltd.",002684,*ST猛狮,2012-06-12,,,,C 制造业
中小板,无锡华东重型机械股份有限公司,"WUXI HUADONG HEAVY MACHINERY CO.,LTD.",002685,华东重机,2012-06-12,,,,C 制造业
中小板,浙江亿利达风机股份有限公司,"ZHEJIANG YILIDA VENTILATOR CO.,LTD.",002686,亿利达,2012-07-03,,,,C 制造业
中小板,浙江乔治白服饰股份有限公司,"ZHEJIANG GIUSEPPE GARMENT CO.,LTD",002687,乔治白,2012-07-13,,,,C 制造业
中小板,金河生物科技股份有限公司,"Jinhe Biotechnology CO.,LTD.",002688,金河生物,2012-07-13,,,,C 制造业
中小板,沈阳远大智能工业集团股份有限公司,"SHENYANG YUANDA INTELLECTUAL INDUSTRY GROUP CO.,LTD",002689,远大智能,2012-07-17,,,,C 制造业
中小板,合肥美亚光电技术股份有限公司,Hefei Meyer Optoelectronic Technology Inc.,002690,美亚光电,2012-07-31,,,,C 制造业
中小板,冀凯装备制造股份有限公司,"Jikai Equipment Manufacturing Co., Ltd.",002691,冀凯股份,2012-07-31,,,,C 制造业
中小板,远程电缆股份有限公司,"Yuan Cheng Cable Co.,Ltd.",002692,ST远程,2012-08-08,,,,C 制造业
中小板,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co.,Ltd.",002693,双成药业,2012-08-08,,,,C 制造业
中小板,顾地科技股份有限公司,"GOODY SCIENCE & TECHNOLOGY CO.,LTD.",002694,顾地科技,2012-08-16,,,,C 制造业
中小板,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co.,Ltd.",002695,煌上煌,2012-09-05,,,,C 制造业
中小板,百洋产业投资集团股份有限公司,"BAIYANG INVESTMENT GROUP, INC.",002696,百洋股份,2012-09-05,,,,A 农林牧渔
中小板,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co.,Ltd.",002697,红旗连锁,2012-09-05,,,,F 批发零售
中小板,哈尔滨博实自动化股份有限公司,"HARBIN BOSHI AUTOMATION CO.,LTD.",002698,博实股份,2012-09-11,,,,C 制造业
中小板,美盛文化创意股份有限公司,Meisheng Cultural&Creative Corp.Ltd.,002699,美盛文化,2012-09-11,,,,R 文化传播
中小板,新疆浩源天然气股份有限公司,"XinJiang Haoyuan Natural Gas Co.,LTD.",002700,ST浩源,2012-09-21,,,,D 水电煤气
中小板,奥瑞金科技股份有限公司,"ORG Technology Co.,Ltd.",002701,奥瑞金,2012-10-11,,,,C 制造业
中小板,海欣食品股份有限公司,"HaiXin Foods  CO.,LTD.",002702,海欣食品,2012-10-11,,,,C 制造业
中小板,浙江世宝股份有限公司,ZHEJIANG SHIBAO COMPANY LIMITED,002703,浙江世宝,2012-11-02,,,,C 制造业
中小板,广东新宝电器股份有限公司,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",002705,新宝股份,2014-01-21,,,,C 制造业
中小板,上海良信电器股份有限公司,"Shanghai Liangxin Electrical Co., Ltd.",002706,良信电器,2014-01-21,,,,C 制造业
中小板,众信旅游集团股份有限公司,"UTour Group Co., Ltd.",002707,众信旅游,2014-01-23,,,,L 商务服务
中小板,常州光洋轴承股份有限公司,CHANGZHOU NRB CORPORATION,002708,光洋股份,2014-01-21,,,,C 制造业
中小板,广州天赐高新材料股份有限公司,"Guangzhou Tinci Materials Technology Co., Ltd",002709,天赐材料,2014-01-23,,,,C 制造业
中小板,欧浦智网股份有限公司,"Europol Intelligent Network Co.,Ltd.",002711,*ST欧浦,2014-01-27,,,,G 运输仓储
中小板,思美传媒股份有限公司,"Simei Media Co.,Ltd.",002712,思美传媒,2014-01-23,,,,L 商务服务
中小板,东易日盛家居装饰集团股份有限公司,"DONG YI RI SHENG HOME DECORATION GROUP CO.,LTD.",002713,东易日盛,2014-02-19,,,,E 建筑业
中小板,牧原食品股份有限公司,"Muyuan Foods Co.,Ltd.",002714,牧原股份,2014-01-28,,,,A 农林牧渔
中小板,怀集登云汽配股份有限公司,"Huaiji Dengyun Auto-parts (Holding) Co.,Ltd.",002715,登云股份,2014-02-19,,,,C 制造业
中小板,郴州市金贵银业股份有限公司,"CHENZHOU CITY JINGUI SILVER INDUSTRY CO., LTD.",002716,*ST金贵,2014-01-28,,,,C 制造业
中小板,岭南生态文旅股份有限公司,"LingNan Eco&Culture-Tourism Co., Ltd",002717,岭南股份,2014-02-19,,,,N 公共环保
中小板,浙江友邦集成吊顶股份有限公司,"Zhejiang Youpon Integrated ceiling Co., Ltd.",002718,友邦吊顶,2014-01-28,,,,C 制造业
中小板,麦趣尔集团股份有限公司,"Maiquer Group CO.,LTD",002719,*ST麦趣,2014-01-28,,,,C 制造业
中小板,北京金一文化发展股份有限公司,"BEIJING KINGEE CULTURE DEVELOPMENT CO.,LTD",002721,金一文化,2014-01-27,,,,C 制造业
中小板,金轮蓝海股份有限公司,"Geron Co., Ltd.",002722,金轮股份,2014-01-28,,,,C 制造业
中小板,广东金莱特电器股份有限公司,"KENNEDE ELECTRONICS MFG. CO., LTD.",002723,金莱特,2014-01-29,,,,C 制造业
中小板,海洋王照明科技股份有限公司,"Ocean""s King Lighting Science & Technology Co., Ltd.",002724,海洋王,2014-11-04,,,,C 制造业
中小板,浙江跃岭股份有限公司,"Zhejiang Yueling Co., Ltd.",002725,跃岭股份,2014-01-29,,,,C 制造业
中小板,山东龙大肉食品股份有限公司,"Shandong Longda Meat Foodstuff Co.,Ltd",002726,龙大肉食,2014-06-26,,,,C 制造业
中小板,一心堂药业集团股份有限公司,"Yixintang Pharmaceutical Group Co., Ltd.",002727,一心堂,2014-07-02,,,,F 批发零售
中小板,特一药业集团股份有限公司,"TEYI PHARMACEUTICAL GROUP CO.,LTD",002728,特一药业,2014-07-31,,,,C 制造业
中小板,好利来（中国）电子科技股份有限公司,"Hollyland (China) Electronics Technology Corp., Ltd.",002729,好利来,2014-09-12,,,,C 制造业
中小板,电光防爆科技股份有限公司,"Dianguang Explosion-proof Technology Co.,Ltd",002730,电光科技,2014-10-09,,,,C 制造业
中小板,沈阳萃华金银珠宝股份有限公司,"Shenyang Cuihua Gold and Silver Jewelry Co.,Ltd.",002731,萃华珠宝,2014-11-04,,,,C 制造业
中小板,广东燕塘乳业股份有限公司,"GUANGDONG YANTANG DAIRY CO.,LTD.",002732,燕塘乳业,2014-12-05,,,,C 制造业
中小板,深圳市雄韬电源科技股份有限公司,"SHENZHEN CENTER POWER TECH.CO.,LTD.",002733,雄韬股份,2014-12-03,,,,C 制造业
中小板,利民控股集团股份有限公司,"Limin Group Co., Ltd.",002734,利民股份,2015-01-27,,,,C 制造业
中小板,深圳王子新材料股份有限公司,"Shenzhen Prince New Materials Co .,Ltd.",002735,王子新材,2014-12-03,,,,C 制造业
中小板,国信证券股份有限公司,"Guosen Securities Co.,Ltd.",002736,国信证券,2014-12-29,,,,J 金融业
中小板,葵花药业集团股份有限公司,"SUNFLOWER PHARMACEUTICAL GROUP CO.,LTD",002737,葵花药业,2014-12-30,,,,C 制造业
中小板,中矿资源集团股份有限公司,"Sinomine Resource Group Co., Ltd",002738,中矿资源,2014-12-30,,,,M 科研服务
中小板,万达电影股份有限公司,"WANDA FILM HOLDING CO., LTD",002739,万达电影,2015-01-22,,,,R 文化传播
中小板,福建省爱迪尔珠宝实业股份有限公司,"FUJIAN IDEAL JEWELLERY INDUSTRIAL CO.,LTD.",002740,爱迪尔,2015-01-22,,,,C 制造业
中小板,广东光华科技股份有限公司,"Guangdong Guanghua Sci-Tech Co.,Ltd.",002741,光华科技,2015-02-16,,,,C 制造业
中小板,重庆三圣实业股份有限公司,"Chongqing Sansheng Industrial Co.,Ltd.",002742,三圣股份,2015-02-17,,,,C 制造业
中小板,安徽富煌钢构股份有限公司,"Anhui Fuhuang Steel Structure Co., Ltd.",002743,富煌钢构,2015-02-17,,,,C 制造业
中小板,木林森股份有限公司,"MLS CO., LTD.",002745,木林森,2015-02-17,,,,C 制造业
中小板,山东仙坛股份有限公司,"SHANDONG XIANTAN CO.,LTD.",002746,仙坛股份,2015-02-16,,,,A 农林牧渔
中小板,南京埃斯顿自动化股份有限公司,"ESTUN AUTOMATION CO., LTD",002747,埃斯顿,2015-03-20,,,,C 制造业
中小板,江西世龙实业股份有限公司,"Jiangxi Selon Industrial Co., Ltd",002748,世龙实业,2015-03-19,,,,C 制造业
中小板,四川国光农化股份有限公司,"Sichuan Guoguang Agrochemical Co.,Ltd.",002749,国光股份,2015-03-20,,,,C 制造业
中小板,昆明龙津药业股份有限公司,"KUNMING LONGJIN PHARMACEUTICAL CO.,LTD",002750,龙津药业,2015-03-24,,,,C 制造业
中小板,深圳市易尚展示股份有限公司,"Shenzhen ESUN Display Co., Ltd",002751,易尚展示,2015-04-24,,,,C 制造业
中小板,昇兴集团股份有限公司,Sunrise Group Company Limited,002752,昇兴股份,2015-04-22,,,,C 制造业
中小板,山西永东化工股份有限公司,"SHANXI YONGDONG CHEMISTRY INDUSTRY CO.,LTD.",002753,永东股份,2015-05-19,,,,C 制造业
中小板,北京奥赛康药业股份有限公司,"BEIJING AOSAIKANG PHARMACEUTICAL CO.,LTD",002755,奥赛康,2015-05-15,,,,C 制造业
中小板,永兴特种材料科技股份有限公司,"Yongxing Special Materials Technology Co.,Ltd.",002756,永兴材料,2015-05-15,,,,C 制造业
中小板,南兴装备股份有限公司,"Nanxing Machinery Co., Ltd.",002757,南兴股份,2015-05-27,,,,C 制造业
中小板,浙江华通医药股份有限公司,"Zhejiang Huatong Pharmaceutical Co., Ltd.",002758,华通医药,2015-05-27,,,,F 批发零售
中小板,广东天际电器股份有限公司,"GUANGDONG TONZE ELECTRIC CO.,LTD.",002759,天际股份,2015-05-28,,,,C 制造业
中小板,安徽省凤形耐磨材料股份有限公司,"Anhui Fengxing Wear Resistant Materials Co., Ltd.",002760,凤形股份,2015-06-11,,,,C 制造业
中小板,多喜爱集团股份有限公司,"Dohia Group Co., Ltd.",002761,多喜爱,2015-06-10,,,,E 建筑业
中小板,金发拉比妇婴童用品股份有限公司,"JINFA LABI MATERNITY & BABY ARTICLES CO.,LTD.",002762,金发拉比,2015-06-10,,,,C 制造业
中小板,深圳汇洁集团股份有限公司,"ShenZhen HuiJie Group Co., Ltd.",002763,汇洁股份,2015-06-10,,,,C 制造业
中小板,重庆蓝黛动力传动机械股份有限公司,"CHONGQING LANDAI POWERTRAIN CORP., LTD",002765,蓝黛传动,2015-06-12,,,,C 制造业
中小板,深圳市索菱实业股份有限公司,"Shenzhen Soling Industrial Co.,Ltd.",002766,*ST索菱,2015-06-11,,,,C 制造业
中小板,杭州先锋电子技术股份有限公司,"HANGZHOU INNOVER TECHNOLOGY CO., LTD.",002767,先锋电子,2015-06-12,,,,C 制造业
中小板,青岛国恩科技股份有限公司,"QINGDAO GON TECHNOLOGY CO., LTD.",002768,国恩股份,2015-06-30,,,,C 制造业
中小板,深圳市普路通供应链管理股份有限公司,"Shenzhen Prolto Supply Chain Management Co., Ltd.",002769,普路通,2015-06-29,,,,L 商务服务
中小板,河南科迪乳业股份有限公司,"HENAN KEDI DAIRY CO.,LTD.",002770,ST科迪,2015-06-30,,,,C 制造业
中小板,北京真视通科技股份有限公司,Beijing Transtrue Technology Inc.,002771,真视通,2015-06-29,,,,I 信息技术
中小板,天水众兴菌业科技股份有限公司,"Tianshui Zhongxing Bio-technology Co., Ltd.",002772,众兴菌业,2015-06-26,,,,A 农林牧渔
中小板,成都康弘药业集团股份有限公司,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",002773,康弘药业,2015-06-26,,,,C 制造业
中小板,快意电梯股份有限公司,"IFE Elevators Co.,LTD.",002774,快意电梯,2017-03-24,,,,C 制造业
中小板,深圳文科园林股份有限公司,"Shenzhen Wenke Landscape Co., Ltd.",002775,文科园林,2015-06-29,,,,E 建筑业
中小板,广东柏堡龙股份有限公司,"GUANGDONG BOBAOLON CO.,LTD.",002776,柏堡龙,2015-06-26,,,,M 科研服务
中小板,四川久远银海软件股份有限公司,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",002777,久远银海,2015-12-31,,,,I 信息技术
中小板,江苏高科石化股份有限公司,"JIANGSU GAOKE PETROCHEMICAL CO., LTD",002778,高科石化,2016-01-06,,,,C 制造业
中小板,浙江中坚科技股份有限公司,"ZHEJIANG ZHONGJIAN TECHNOLOGY CO.,LTD",002779,中坚科技,2015-12-09,,,,C 制造业
中小板,北京三夫户外用品股份有限公司,"Beijing Sanfo Outdoor Products Co., Ltd",002780,三夫户外,2015-12-09,,,,F 批发零售
中小板,深圳市奇信集团股份有限公司,"SHENZHEN QIXIN  GROUP CO., LTD.",002781,奇信股份,2015-12-22,,,,E 建筑业
中小板,深圳可立克科技股份有限公司,"ShenZhen Click Technology Co.,LTD",002782,可立克,2015-12-22,,,,C 制造业
中小板,湖北凯龙化工集团股份有限公司,"HUBEI KAILONG CHEMICAL GROUP CO.,LTD",002783,凯龙股份,2015-12-09,,,,C 制造业
中小板,厦门万里石股份有限公司,"XIAMEN WANLI STONE STOCK CO.,LTD",002785,万里石,2015-12-23,,,,C 制造业
中小板,深圳市银宝山新科技股份有限公司,"SHENZHEN SILVER BASIS TECHNOLOGY CO.,LTD",002786,银宝山新,2015-12-23,,,,C 制造业
中小板,苏州华源控股股份有限公司,"Suzhou Hycan Holdings Co., Ltd.",002787,华源控股,2015-12-31,,,,C 制造业
中小板,鹭燕医药股份有限公司,"LUYAN PHARMA CO.,LTD",002788,鹭燕医药,2016-02-18,,,,F 批发零售
中小板,深圳市建艺装饰集团股份有限公司,"SHENZHEN JIANYI DECORATION GROUP CO.,LTD.",002789,建艺集团,2016-03-11,,,,E 建筑业
中小板,厦门瑞尔特卫浴科技股份有限公司,"Xiamen R&T Plumbing Technology Co., Ltd.",002790,瑞尔特,2016-03-08,,,,C 制造业
中小板,广东坚朗五金制品股份有限公司,"Guangdong KinLong Hardware Products Co.,Ltd.",002791,坚朗五金,2016-03-29,,,,C 制造业
中小板,广东通宇通讯股份有限公司,TONGYU COMMUNICATION INC.,002792,通宇通讯,2016-03-28,,,,C 制造业
中小板,罗欣药业集团股份有限公司,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",002793,罗欣药业,2016-04-15,,,,C 制造业
中小板,永和流体智控股份有限公司,"Yorhe Fluid Intelligent Control CO., LTD.",002795,永和智控,2016-04-28,,,,C 制造业
中小板,苏州市世嘉科技股份有限公司,Suzhou Shijia Science & Technology Inc.,002796,世嘉科技,2016-05-10,,,,C 制造业
中小板,第一创业证券股份有限公司,"First Capital Securities Co., Ltd.",002797,第一创业,2016-05-11,,,,J 金融业
中小板,帝欧家居股份有限公司,"D&O Home Collection Co.,LTD",002798,帝欧家居,2016-05-25,,,,C 制造业
中小板,西安环球印务股份有限公司,"XI"" AN GLOBAL PRINTING CO., LTD",002799,环球印务,2016-06-08,,,,C 制造业
中小板,新疆天顺供应链股份有限公司,"XinJiang Tianshun Supply Chain CO.,LTD.",002800,天顺股份,2016-05-30,,,,G 运输仓储
中小板,杭州微光电子股份有限公司,"HANGZHOU WEIGUANG ELECTRONIC CO.,LTD.",002801,微光股份,2016-06-22,,,,C 制造业
中小板,无锡洪汇新材料科技股份有限公司,"Wuxi Honghui New Materials Technology Co.,Ltd.",002802,洪汇新材,2016-06-29,,,,C 制造业
中小板,厦门吉宏科技股份有限公司,"Xiamen Jihong Technology Co.,Ltd",002803,吉宏股份,2016-07-12,,,,I 信息技术
中小板,山东丰元化学股份有限公司,"Shandong Fengyuan Chemical Co.,Ltd",002805,丰元股份,2016-07-07,,,,C 制造业
中小板,广东华锋新能源科技股份有限公司,"Guangdong Huafeng New Energy Technology Co.,Ltd.",002806,华锋股份,2016-07-26,,,,C 制造业
中小板,江苏江阴农村商业银行股份有限公司,"Jiangsu Jiangyin Rural Commercial Bank CO.,LTD",002807,江阴银行,2016-09-02,,,,J 金融业
中小板,苏州恒久光电科技股份有限公司,Suzhou Goldengreen Technologies Ltd.,002808,恒久科技,2016-08-12,,,,C 制造业
中小板,广东红墙新材料股份有限公司,"Guangdong Redwall New Materials Co., Ltd.",002809,红墙股份,2016-08-23,,,,C 制造业
中小板,山东赫达股份有限公司,"SHANDONG HEAD CO.,LTD.",002810,山东赫达,2016-08-26,,,,C 制造业
中小板,深圳市郑中设计股份有限公司,"Shenzhen Cheng Chung Design Co.,Ltd.",002811,郑中设计,2016-09-08,,,,E 建筑业
中小板,云南恩捷新材料股份有限公司,"Yunnan Energy New Material Co., Ltd.",002812,恩捷股份,2016-09-14,,,,C 制造业
中小板,深圳市路畅科技股份有限公司,"ShenZhen RoadRover Technology Co.,Ltd",002813,路畅科技,2016-10-12,,,,C 制造业
中小板,崇达技术股份有限公司,"Suntak  Technology Co., Ltd.",002815,崇达技术,2016-10-12,,,,C 制造业
中小板,深圳市和科达精密清洗设备股份有限公司,"Shenzhen HeKeda Precision Cleaning Equipment Co., Ltd.",002816,和科达,2016-10-25,,,,C 制造业
中小板,安徽黄山胶囊股份有限公司,"Anhui Huangshan Capsule Co.,Ltd",002817,黄山胶囊,2016-10-25,,,,C 制造业
中小板,成都富森美家居股份有限公司,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",002818,富森美,2016-11-09,,,,L 商务服务
中小板,北京东方中科集成科技股份有限公司,"Beijing Oriental Jicheng Co.,Ltd",002819,东方中科,2016-11-11,,,,F 批发零售
中小板,天津桂发祥十八街麻花食品股份有限公司,"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",002820,桂发祥,2016-11-18,,,,C 制造业
中小板,凯莱英医药集团（天津）股份有限公司,"Asymchem Laboratories (Tianjin) Co., Ltd.",002821,凯莱英,2016-11-18,,,,C 制造业
中小板,深圳市中装建设集团股份有限公司,"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",002822,中装建设,2016-11-29,,,,E 建筑业
中小板,深圳市凯中精密技术股份有限公司,"Shenzhen Kaizhong Precision Technology Co., Ltd.",002823,凯中精密,2016-11-24,,,,C 制造业
中小板,广东和胜工业铝材股份有限公司,"GUANGDONG HOSHION INDUSTRIAL ALUMINIUM CO., LTD.",002824,和胜股份,2017-01-12,,,,C 制造业
中小板,上海纳尔实业股份有限公司,"SHANGHAI NAR INDUSTRIAL CO., LTD.",002825,纳尔股份,2016-11-29,,,,C 制造业
中小板,西藏易明西雅医药科技股份有限公司,TIBET AIM PHARM. INC.,002826,易明医药,2016-12-09,,,,C 制造业
中小板,西藏高争民爆股份有限公司,"Tibet GaoZheng Explosive Co., Ltd.",002827,高争民爆,2016-12-09,,,,C 制造业
中小板,新疆贝肯能源工程股份有限公司,"Xinjiang Beiken Energy Engineering  Co.,Ltd.",002828,贝肯能源,2016-12-08,,,,B 采矿业
中小板,北京星网宇达科技股份有限公司,"Beijing StarNeto Technology Co.,Ltd",002829,星网宇达,2016-12-13,,,,C 制造业
中小板,深圳市名雕装饰股份有限公司,"Shenzhen Mingdiao Decoration Co., Ltd.",002830,名雕股份,2016-12-13,,,,E 建筑业
中小板,深圳市裕同包装科技股份有限公司,"ShenZhen YUTO Packaging Technology Co., Ltd.",002831,裕同科技,2016-12-16,,,,C 制造业
中小板,比音勒芬服饰股份有限公司,"BIEM.L.FDLKK GARMENT CO.,LTD.",002832,比音勒芬,2016-12-23,,,,C 制造业
中小板,广州弘亚数控机械股份有限公司,"GuangZhou KDT Machinery Co.,Ltd.",002833,弘亚数控,2016-12-28,,,,C 制造业
中小板,深圳市同为数码科技股份有限公司,"SHENZHEN TVT DIGITAL TECHNOLOGY CO., LTD.",002835,同为股份,2016-12-28,,,,C 制造业
中小板,广东新宏泽包装股份有限公司,"Guangdong New Grand Long Packing Co., Ltd.",002836,新宏泽,2016-12-29,,,,C 制造业
中小板,深圳市英维克科技股份有限公司,"SHENZHEN ENVICOOL TECHNOLOGY CO., LTD.",002837,英维克,2016-12-29,,,,C 制造业
中小板,山东道恩高分子材料股份有限公司,"Shandong Dawn Polymer Co.,Ltd.",002838,道恩股份,2017-01-06,,,,C 制造业
中小板,江苏张家港农村商业银行股份有限公司,"Jiangsu Zhangjiagang Rural  Commercial Bank Co., Ltd",002839,张家港行,2017-01-24,,,,J 金融业
中小板,浙江华统肉制品股份有限公司,"Zhejiang Huatong Meat Products Co., Ltd.",002840,华统股份,2017-01-10,,,,C 制造业
中小板,广州视源电子科技股份有限公司,Guangzhou Shiyuan Electronic Technology Company Limited,002841,视源股份,2017-01-19,,,,C 制造业
中小板,广东翔鹭钨业股份有限公司,"GuangDong XiangLu Tungsten Co.,Ltd",002842,翔鹭钨业,2017-01-19,,,,C 制造业
中小板,湖南泰嘉新材料科技股份有限公司,"Bichamp Cutting Technology(Hunan) Co.,Ltd.",002843,泰嘉股份,2017-01-20,,,,C 制造业
中小板,深圳同兴达科技股份有限公司,"Shenzhen TXD Technology Co., Ltd.",002845,同兴达,2017-01-25,,,,C 制造业
中小板,广东英联包装股份有限公司,"Guangdong Enpack Packaging Co.,Ltd.",002846,英联股份,2017-02-07,,,,C 制造业
中小板,盐津铺子食品股份有限公司,"Yankershop Food Co., Ltd",002847,盐津铺子,2017-02-08,,,,C 制造业
中小板,高斯贝尔数码科技股份有限公司,"Gospell Digital Technology Co.,Ltd",002848,高斯贝尔,2017-02-13,,,,C 制造业
中小板,浙江威星智能仪表股份有限公司,"Zhejiang Viewshine Intelligent Meter Co.,Ltd.",002849,威星智能,2017-02-17,,,,C 制造业
中小板,深圳市科达利实业股份有限公司,"Shenzhen Kedali Industry Co., Ltd.",002850,科达利,2017-03-02,,,,C 制造业
中小板,深圳麦格米特电气股份有限公司,"Shenzhen Megmeet Electrical Co., Ltd.",002851,麦格米特,2017-03-06,,,,C 制造业
中小板,道道全粮油股份有限公司,"Daodaoquan Grain and Oil Co.,Ltd.",002852,道道全,2017-03-10,,,,C 制造业
中小板,广东皮阿诺科学艺术家居股份有限公司,"Guangdong Piano Customized Furniture Co., Ltd.",002853,皮阿诺,2017-03-10,,,,C 制造业
中小板,东莞捷荣技术股份有限公司,"Dongguan Chitwing Technology Co., Ltd.",002855,捷荣技术,2017-03-21,,,,C 制造业
中小板,深圳市美芝装饰设计工程股份有限公司,"SHENZHEN MAGIC DESIGN & DECORATION ENGINEERING CO.,LTD.",002856,美芝股份,2017-03-20,,,,E 建筑业
中小板,郑州三晖电气股份有限公司,"SMS Electric Co.,Ltd.Zhengzhou",002857,三晖电气,2017-03-23,,,,C 制造业
中小板,上海力盛赛车文化股份有限公司,"Shanghai Lisheng Racing Co.,Ltd.",002858,力盛赛车,2017-03-24,,,,R 文化传播
中小板,浙江洁美电子科技股份有限公司,"Zhejiang Jiemei Electronic And Technology Co., Ltd.",002859,洁美科技,2017-04-07,,,,C 制造业
中小板,杭州星帅尔电器股份有限公司,"Hangzhou Star Shuaier Electric Appliance Co., Ltd.",002860,星帅尔,2017-04-12,,,,C 制造业
中小板,瀛通通讯股份有限公司,"YingTong Telecommunication Co.,Ltd.",002861,瀛通通讯,2017-04-13,,,,C 制造业
中小板,实丰文化发展股份有限公司,"Shifeng Cultural Development Co., Ltd.",002862,实丰文化,2017-04-11,,,,C 制造业
中小板,浙江今飞凯达轮毂股份有限公司,"ZHEJIANG JINFEI KAIDA WHEEL CO.,LTD",002863,今飞凯达,2017-04-18,,,,C 制造业
中小板,陕西盘龙药业集团股份有限公司,SHAANXI PANLONG PHARMACEUTICAL GROUP LIMITED BY SHARE LTD,002864,盘龙药业,2017-11-16,,,,C 制造业
中小板,海南钧达汽车饰件股份有限公司,"Hainan Drinda Automotive Trim Co., Ltd.",002865,钧达股份,2017-04-25,,,,C 制造业
中小板,江苏传艺科技股份有限公司,"Jiangsu Transimage Technology Co., Ltd.",002866,传艺科技,2017-04-26,,,,C 制造业
中小板,周大生珠宝股份有限公司,"CHOW TAI SENG JEWELLERY CO., LTD.",002867,周大生,2017-04-27,,,,C 制造业
中小板,绿康生化股份有限公司,"LIFECOME BIOCHEMISTRY CO., LTD.",002868,绿康生化,2017-05-03,,,,C 制造业
中小板,深圳市金溢科技股份有限公司,"Shenzhen Genvict Technologies Co., Ltd.",002869,金溢科技,2017-05-15,,,,C 制造业
中小板,广东香山衡器集团股份有限公司,GUANGDONG SENSSUN WEIGHING APPARATUS GROUP LTD.,002870,香山股份,2017-05-15,,,,C 制造业
中小板,青岛伟隆阀门股份有限公司,"QINGDAO WEFLO VALVE CO., LTD.",002871,伟隆股份,2017-05-11,,,,C 制造业
中小板,天圣制药集团股份有限公司,"Tiansheng Pharmaceutical Group Co.,LTD.",002872,ST天圣,2017-05-19,,,,F 批发零售
中小板,贵阳新天药业股份有限公司,"Guiyang Xintian Pharmaceutical Co.,Ltd.",002873,新天药业,2017-05-19,,,,C 制造业
中小板,深圳市安奈儿股份有限公司,"Annil Co.,Ltd",002875,安奈儿,2017-06-01,,,,C 制造业
中小板,深圳市三利谱光电科技股份有限公司,"Shenzhen Sunnypol Optoelectronics Co.,Ltd.",002876,三利谱,2017-05-25,,,,C 制造业
中小板,无锡智能自控工程股份有限公司,"Wuxi Smart Auto-control Engineering Co., Ltd.",002877,智能自控,2017-06-05,,,,C 制造业
中小板,北京元隆雅图文化传播股份有限公司,"BEIJING YUANLONG YATO CULTURE DISSEMINATION Co., LTD.",002878,元隆雅图,2017-06-06,,,,L 商务服务
中小板,长缆电工科技股份有限公司,"CHANG LAN ELECTRIC TECHNOLOGY CO.,LTD.",002879,长缆科技,2017-07-07,,,,C 制造业
中小板,深圳市卫光生物制品股份有限公司,"SHENZHEN WEIGUANG BIOLOGICAL PRODUCTS Co.,Ltd",002880,卫光生物,2017-06-16,,,,C 制造业
中小板,美格智能技术股份有限公司,"MeiG Smart Technology Co., Ltd",002881,美格智能,2017-06-22,,,,C 制造业
中小板,金龙羽集团股份有限公司,"Jinlongyu Group Co.,Ltd.",002882,金龙羽,2017-07-17,,,,C 制造业
中小板,江苏中设集团股份有限公司,"Jiangsu Zhongshe Group CO., Ltd.",002883,中设股份,2017-06-20,,,,M 科研服务
中小板,广东凌霄泵业股份有限公司,"Guangdong LingXiao Pump Industry Co., Ltd.",002884,凌霄泵业,2017-07-11,,,,C 制造业
中小板,深圳市京泉华科技股份有限公司,"Shenzhen JingQuanHua Electronics Co.,Ltd.",002885,京泉华,2017-06-27,,,,C 制造业
中小板,深圳市沃特新材料股份有限公司,"Shenzhen WOTE Advanced Materials Co., Ltd.",002886,沃特股份,2017-06-27,,,,C 制造业
中小板,天津绿茵景观生态建设股份有限公司,"Tianjin LVYIN Landscape and Ecology Construction Co., Ltd.",002887,绿茵生态,2017-08-01,,,,N 公共环保
中小板,广州惠威电声科技股份有限公司,"HiVi Acoustics Technology Co., Ltd",002888,惠威科技,2017-07-21,,,,C 制造业
中小板,深圳市东方嘉盛供应链股份有限公司,"Shenzhen Easttop Supply Chain Management Co., Ltd.",002889,东方嘉盛,2017-07-31,,,,L 商务服务
中小板,山东弘宇农机股份有限公司,"Shandong Hongyu Agricultural Machinery Co.,Ltd.",002890,弘宇股份,2017-08-02,,,,C 制造业
中小板,烟台中宠食品股份有限公司,"YANTAI CHINA PET FOODS CO., LTD.",002891,中宠股份,2017-08-21,,,,C 制造业
中小板,科力尔电机集团股份有限公司,"KELI MOTOR GROUP CO.,LTD.",002892,科力尔,2017-08-17,,,,C 制造业
中小板,北京华远意通热力科技股份有限公司,"Beijing Hua Yuan Yi Tong Thermal Technology Co., Ltd.",002893,华通热力,2017-09-15,,,,D 水电煤气
中小板,贵州川恒化工股份有限公司,Guizhou Chanhen Chemical Corporation,002895,川恒股份,2017-08-25,,,,C 制造业
