板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
主板,新华联文化旅游发展股份有限公司,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",000620,新华联,1996-10-29,,,,K 房地产
主板,恒立实业发展集团股份有限公司,"HENGLI INDUSTRIAL DEVELOPMENT GROUP CO.,LTD",000622,恒立实业,1996-11-07,,,,C 制造业
主板,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co., Ltd.",000623,吉林敖东,1996-10-28,,,,C 制造业
主板,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,000625,长安汽车,1997-06-10,200625,长  安Ｂ,1996-11-08,C 制造业
主板,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",000626,远大控股,1996-11-28,,,,F 批发零售
主板,天茂实业集团股份有限公司,"HUBEI BIOCAUSE PHARMACEUTICAL CO.,LTD",000627,天茂集团,1996-11-12,,,,J 金融业
主板,成都高新发展股份有限公司,"CHENGDU Hi-Tech DEVELOPMENT GR0UP CO.,LTD",000628,高新发展,1996-11-18,,,,E 建筑业
主板,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",000629,攀钢钒钛,1996-11-15,,,,C 制造业
主板,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co.,Ltd.",000630,铜陵有色,1996-11-20,,,,C 制造业
主板,顺发恒业股份公司,SHUNFA HENGYE Corporation,000631,顺发恒业,1996-11-22,,,,K 房地产
主板,福建三木集团股份有限公司,"FUJIAN SANMU GROUP CO.,LTD",000632,三木集团,1996-11-21,,,,F 批发零售
主板,新疆合金投资股份有限公司,"XINJIANG HEJIN HOLDING CO.,LTD",000633,合金投资,1996-11-12,,,,C 制造业
主板,宁夏英力特化工股份有限公司,"NINGXIA YINGLITE CHEMICALS CO.,LTD",000635,英 力 特,1996-11-20,,,,C 制造业
主板,广东风华高新科技股份有限公司,"GUANDDONG FENGHUA ADVANCED TECHNOLOGY (HOLDING) CO., LTD",000636,风华高科,1996-11-29,,,,C 制造业
主板,茂名石化实华股份有限公司,"MAOMING PETRO-CHEMICAL SHIHUA CO.,LTD",000637,茂化实华,1996-11-14,,,,C 制造业
主板,万方城镇投资发展股份有限公司,"Vanfund Urban Investment＆Development Co.,Ltd.",000638,万方发展,1996-11-26,,,,I 信息技术
主板,西王食品股份有限公司,"Xiwang Foodstuffs Co.,Ltd.",000639,西王食品,1996-11-26,,,,C 制造业
主板,仁和药业股份有限公司,"RENHE PHARMACY CO.,LTD",000650,仁和药业,1996-12-10,,,,C 制造业
主板,珠海格力电器股份有限公司,"GREE ELECTRIC APPLIANCES,INC.OF ZHUHAI CO.,LTD",000651,格力电器,1996-11-18,,,,C 制造业
主板,天津泰达股份有限公司,"Tianjin TEDA CO., Ltd.",000652,泰达股份,1996-11-28,,,,F 批发零售
主板,山东金岭矿业股份有限公司,"SHANDONG JINLING MINING CO.,LTD",000655,金岭矿业,1996-11-28,,,,B 采矿业
主板,金科地产集团股份有限公司,"JINKE PROPERTY GROUP CO., LTD",000656,金科股份,1996-11-28,,,,K 房地产
主板,中钨高新材料股份有限公司,"CHINA TUNGSTEN AND HIGHTECH MATERALS CO.,LTD",000657,中钨高新,1996-12-05,,,,C 制造业
主板,珠海中富实业股份有限公司,"ZHUHAI ZHONGFU ENTERPRISE CO.,LTD",000659,珠海中富,1996-12-03,,,,C 制造业
主板,长春高新技术产业（集团）股份有限公司,Changchun High & New Technology Industry (Group) Inc.,000661,长春高新,1996-12-18,,,,C 制造业
主板,天夏智慧城市科技股份有限公司,TEAMAX SMART CITY TECHNOLOGY CORPORATION LIMITED,000662,*ST天夏,1996-12-16,,,,I 信息技术
主板,福建省永安林业(集团)股份有限公司,"FUJIAN YONGAN FORESTRY (GROUP) JOINT-STOCK CO.,LTD",000663,*ST永林,1996-12-06,,,,C 制造业
主板,湖北省广播电视信息网络股份有限公司,"Hubei Radio & Television Information Network Co., Ltd.",000665,湖北广电,1996-12-10,,,,R 文化传播
主板,经纬纺织机械股份有限公司,"JINGWEI TEXTILE MACHINERY CO.,LTD.",000666,经纬纺机,1996-12-10,,,,J 金融业
主板,美好置业集团股份有限公司,"Myhome Real Estate Development Group CO.,LTD.",000667,美好置业,1996-12-05,,,,K 房地产
主板,荣丰控股集团股份有限公司,RONGFENG HOLDING GROUP CO.，LTD,000668,荣丰控股,1996-12-10,,,,K 房地产
主板,金鸿控股集团股份有限公司,"Jinhong Holding Group Co., Ltd.",000669,*ST金鸿,1996-12-10,,,,D 水电煤气
主板,盈方微电子股份有限公司,"Infotmic  co.,ltd.",000670,*ST盈方,1996-12-17,,,,C 制造业
主板,阳光城集团股份有限公司,"Yango Group Co., Ltd",000671,阳 光 城,1996-12-18,,,,K 房地产
主板,甘肃上峰水泥股份有限公司,"GANSU SHANGFENG CEMENT CO., LTD",000672,上峰水泥,1996-12-18,,,,C 制造业
主板,当代东方投资股份有限公司,"Lead Eastern Investment Co.,Ltd",000673,*ST当代,1997-01-24,,,,R 文化传播
主板,智度科技股份有限公司,"Genimous Technology CO.,LTD",000676,智度股份,1996-12-24,,,,I 信息技术
主板,恒天海龙股份有限公司,"CHTC HELON CO.,LTD.",000677,恒天海龙,1996-12-26,,,,C 制造业
主板,襄阳汽车轴承股份有限公司,"XIANGYANG AUTOMOBILE BEARING Co., Ltd",000678,襄阳轴承,1997-01-06,,,,C 制造业
主板,大连友谊(集团)股份有限公司,"DALIAN FRIENDSHIP (Group)Co.,Ltd.",000679,*ST友谊,1997-01-24,,,,F 批发零售
主板,山推工程机械股份有限公司,"SHANTUI CONSTRUCTION MACHINERY CO.,LTD",000680,山推股份,1997-01-22,,,,C 制造业
主板,视觉（中国）文化发展股份有限公司,"VISUAL CHINA GROUP CO.,LTD.",000681,视觉中国,1997-01-21,,,,R 文化传播
主板,东方电子股份有限公司,"Dongfang Electronics Co.,Ltd",000682,东方电子,1997-01-21,,,,I 信息技术
主板,内蒙古远兴能源股份有限公司,INNER MONGOLIA YUAN XING ENERGY COMPANY LIMITED,000683,远兴能源,1997-01-31,,,,C 制造业
主板,中山公用事业集团股份有限公司,"ZHONGSHAN PUBLIC UTILITIES Group CO.,LTD.",000685,中山公用,1997-01-23,,,,D 水电煤气
主板,东北证券股份有限公司,"NORTHEAST SECURITIES CO.,LTD.",000686,东北证券,1997-02-27,,,,J 金融业
主板,华讯方舟股份有限公司,"Huaxun Fangzhou Co.,Ltd",000687,*ST华讯,1997-02-21,,,,C 制造业
主板,国城矿业股份有限公司,"Guocheng Mining CO.,LTD",000688,国城矿业,1997-01-20,,,,B 采矿业
主板,广东宝丽华新能源股份有限公司,"GUANGDONG  BAOLIHUA  NEW  ENERGY  STOCK  CO., LTD.",000690,宝新能源,1997-01-28,,,,D 水电煤气
主板,海南亚太实业发展股份有限公司,HAINAN YATAI INDUSTRIAL DEVELOPMENT  CO.，LTD.,000691,亚太实业,1997-02-28,,,,K 房地产
主板,沈阳惠天热电股份有限公司,"SHENYANG HUITIAN THERMAL POWER CO.,LTD",000692,惠天热电,1997-02-27,,,,D 水电煤气
主板,天津滨海能源发展股份有限公司,"TIANJIN BINHAI ENERGY & DEVELOPMENT CO.,LTD",000695,滨海能源,1997-02-18,,,,C 制造业
主板,炼石航空科技股份有限公司,"Ligeance Aerospace Technology Co.,Ltd.",000697,炼石航空,1997-03-25,,,,C 制造业
主板,沈阳化工股份有限公司,"SHENYANG CHEMICAL INDUSTRY CO.,LTD",000698,沈阳化工,1997-02-20,,,,C 制造业
主板,江南模塑科技股份有限公司,"JIANGNAN MOULD & PLASTIC TECHNOLOGY CO.,LTD",000700,模塑科技,1997-02-28,,,,C 制造业
主板,厦门信达股份有限公司,XIAMEN XINDECO LTD.,000701,厦门信达,1997-02-26,,,,F 批发零售
主板,湖南正虹科技发展股份有限公司,"Hunan Zhenghong Science and Technology Develop Co., Ltd",000702,正虹科技,1997-03-18,,,,C 制造业
主板,恒逸石化股份有限公司,"HENGYI PETROCHEMICAL CO., LTD",000703,恒逸石化,1997-03-28,,,,C 制造业
主板,浙江震元股份有限公司,"ZHEJIANG ZHENYUAN SHARE CO.,LTD.",000705,浙江震元,1997-04-10,,,,F 批发零售
主板,湖北双环科技股份有限公司,"HUBEI SHUANGHUAN SCIENCE AND TECHNOLOGYSTOCK CO.,LTD",000707,ST双环,1997-04-15,,,,C 制造业
主板,中信泰富特钢集团股份有限公司,"CITIC Pacific Special Steel Group Co., Ltd",000708,中信特钢,1997-03-26,,,,C 制造业
主板,河钢股份有限公司,HBIS COMPANY LIMITED,000709,河钢股份,1997-04-16,,,,C 制造业
主板,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co.,Ltd",000710,贝瑞基因,1997-04-22,,,,M 科研服务
主板,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",000711,京蓝科技,1997-04-11,,,,E 建筑业
主板,广东锦龙发展股份有限公司,GUANGDONG GOLDEN DRAGON DEVELOPMENT INC.,000712,锦龙股份,1997-04-15,,,,J 金融业
主板,合肥丰乐种业股份有限公司,"HEFEI FENGLE SEED CO.,LTD.",000713,丰乐种业,1997-04-22,,,,A 农林牧渔
主板,中兴-沈阳商业大厦(集团)股份有限公司,"ZHONGXING SHENYANG COMMERCIAL BUILDING GROUP CO.,LTD",000715,中兴商业,1997-05-08,,,,F 批发零售
主板,南方黑芝麻集团股份有限公司,NANFANG BLACK SESAME GR0UP CO.，LTD,000716,黑芝麻,1997-04-18,,,,C 制造业
主板,广东韶钢松山股份有限公司,"SGIS Songshan Co., Ltd.",000717,韶钢松山,1997-05-08,,,,C 制造业
主板,苏宁环球股份有限公司,"Suning Universal Co.,Ltd.",000718,苏宁环球,1997-04-08,,,,K 房地产
主板,中原大地传媒股份有限公司,"Central China Land Media CO.,LTD",000719,中原传媒,1997-03-31,,,,R 文化传播
主板,山东新能泰山发电股份有限公司,"SHANDONG XINNENG TAISHAN POWER GENERATION CO.,LTD.",000720,新能泰山,1997-05-09,,,,K 房地产
主板,西安饮食股份有限公司,"Xi""AN  CATERING  CO., LTD.",000721,西安饮食,1997-04-30,,,,H 住宿餐饮
主板,湖南发展集团股份有限公司,"HUNAN DEVELOPMENT GROUP CO.,LTD",000722,湖南发展,1997-05-22,,,,D 水电煤气
主板,山西美锦能源股份有限公司,SHANXI MEIJIN ENERGY CO.，LTD,000723,美锦能源,1997-05-15,,,,C 制造业
主板,京东方科技集团股份有限公司,"BOE TECHNOLOGY GROUP CO., LTD",000725,京东方Ａ,2001-01-12,200725,京东方Ｂ,1997-06-10,C 制造业
主板,鲁泰纺织股份有限公司,"LU THAI TEXTILE CO., LTD",000726,鲁  泰Ａ,2000-12-25,200726,鲁  泰Ｂ,1997-08-19,C 制造业
主板,南京华东电子信息科技股份有限公司,"NANJING HUADONG ELECTRONICS INFORMATION & TECHNOLOGY CO.,LTD",000727,*ST东科,1997-05-20,,,,C 制造业
主板,国元证券股份有限公司,GUOYUAN SECURITIES COMPANY LIMITED,000728,国元证券,1997-06-16,,,,J 金融业
主板,北京燕京啤酒股份有限公司,"BEIJING YANJING BREWERY CO.,LTD",000729,燕京啤酒,1997-07-16,,,,C 制造业
主板,四川美丰化工股份有限公司,"SICHUAN MEIFENG CHEMICAL INDUSTRY CO., LTD.",000731,四川美丰,1997-06-17,,,,C 制造业
主板,泰禾集团股份有限公司,"THAIHOT GROUP CO.,LTD",000732,泰禾集团,1997-07-04,,,,K 房地产
主板,中国振华(集团)科技股份有限公司,"CHINA ZHENHUA(GROUP) SCIENCE& TECHNOLOGY CO.,LTD",000733,振华科技,1997-07-03,,,,C 制造业
主板,罗牛山股份有限公司,"Luoniushan Co., Ltd.",000735,罗 牛 山,1997-06-11,,,,A 农林牧渔
主板,中交地产股份有限公司,CCCG Real Estate Corporation Limited,000736,中交地产,1997-04-25,,,,K 房地产
主板,南风化工集团股份有限公司,"NAFINE CHEMICAL INDUSTRY GROUP CO.,LTD",000737,ST南风,1997-04-28,,,,C 制造业
主板,中国航发动力控制股份有限公司,"AECC AERO-ENGINE CONTROL CO.,LTD.",000738,航发控制,1997-06-26,,,,C 制造业
主板,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd.",000739,普洛药业,1997-05-09,,,,C 制造业
主板,国海证券股份有限公司,"SEALAND SECURITIES CO., LTD.",000750,国海证券,1997-07-09,,,,J 金融业
主板,葫芦岛锌业股份有限公司,"HULUDAO ZINC INDUSTRY CO.,LTD",000751,锌业股份,1997-06-26,,,,C 制造业
主板,西藏银河科技发展股份有限公司,"TIBET GALAXY SCIENCE & TECHNOLOGY DEVELOPMENT CO.,LTD",000752,*ST西发,1997-06-25,,,,C 制造业
主板,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",000753,漳州发展,1997-06-26,,,,F 批发零售
主板,山西路桥股份有限公司,"SHANXI ROAD & BRIDGE CO.,LTD.",000755,山西路桥,1997-06-27,,,,G 运输仓储
主板,山东新华制药股份有限公司,SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED,000756,新华制药,1997-08-06,,,,C 制造业
主板,四川浩物机电股份有限公司,"SICHUAN HAOWU ELECTROMECHANICAL CO.,LTD.",000757,浩物股份,1997-06-27,,,,F 批发零售
主板,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry""s Foreign Engineering and Construction Co., Ltd.",000758,中色股份,1997-04-16,,,,B 采矿业
主板,中百控股集团股份有限公司,"ZHONGBAI HOLDINGS GROUP CO.,LTD.",000759,中百集团,1997-05-19,,,,F 批发零售
主板,斯太尔动力股份有限公司,Steyr Motors corp.,000760,*ST斯太,1997-06-27,,,,C 制造业
主板,本钢板材股份有限公司,"BENGANG STEEL PLATES CO.,LTD",000761,本钢板材,1998-01-15,200761,本钢板Ｂ,1997-07-08,C 制造业
主板,西藏矿业发展股份有限公司,"TIBET MINERAL DEVELOPMENT CO.,LTD",000762,西藏矿业,1997-07-08,,,,B 采矿业
主板,通化金马药业集团股份有限公司,"TONGHUA GOLDEN-HORSE PHARMACEUTICAL INDUSTRY CO,LTD",000766,通化金马,1997-04-30,,,,C 制造业
主板,山西漳泽电力股份有限公司,"SHANXI ZHANGZE ELECTRIC POWER CO.,LTD",000767,漳泽电力,1997-06-09,,,,D 水电煤气
主板,中航飞机股份有限公司,"AVIC AIRCRAFT Co.,Ltd.",000768,中航飞机,1997-06-26,,,,C 制造业
主板,广发证券股份有限公司,"GF SECURITIES CO.,LTD",000776,广发证券,1997-06-11,,,,J 金融业
主板,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co.,Ltd.,CNNC.",000777,中核科技,1997-07-10,,,,C 制造业
主板,新兴铸管股份有限公司,"XINXING DUCTILE IRON PIPES CO., LTD",000778,新兴铸管,1997-06-06,,,,C 制造业
主板,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",000779,甘咨询,1997-05-28,,,,M 科研服务
主板,内蒙古平庄能源股份有限公司,"Inner Mongolia PingZhuang Energy Resources CO.,LTD",000780,*ST平能,1997-06-06,,,,B 采矿业
主板,广东新会美达锦纶股份有限公司,"GUANGDONG XINHUI MEIDA NYLON CO., LTD",000782,美达股份,1997-06-19,,,,C 制造业
主板,长江证券股份有限公司,"Changjiang Securities Co., LTD",000783,长江证券,1997-07-31,,,,J 金融业
主板,居然之家新零售集团股份有限公司,"EASYHOME NEW RETAIL GROUP CO., LTD",000785,居然之家,1997-07-11,,,,F 批发零售
主板,北新集团建材股份有限公司,BEIJING NEW BUILDING MATERIALS PUBLIC LIMITED COMPANY,000786,北新建材,1997-06-06,,,,C 制造业
主板,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",000788,北大医药,1997-06-16,,,,C 制造业
主板,江西万年青水泥股份有限公司,"JIANGXI WANNIANQING CEMENT CO.,LTD",000789,万年青,1997-09-23,,,,C 制造业
主板,成都华神科技集团股份有限公司,"Chengdu huasun technology group Inc., Ltd",000790,华神科技,1998-03-27,,,,C 制造业
主板,甘肃电投能源发展股份有限公司,GEPIC Energy Development Co.， Ltd.,000791,甘肃电投,1997-10-14,,,,D 水电煤气
主板,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co., Ltd.",000792,*ST盐湖,1997-09-04,,,,C 制造业
主板,华闻传媒投资集团股份有限公司,Huawen Media Group,000793,华闻集团,1997-07-29,,,,R 文化传播
主板,英洛华科技股份有限公司,"INNUOVO TECHNOLOGY CO.,LTD.",000795,英洛华,1997-08-08,,,,C 制造业
主板,凯撒同盛发展股份有限公司,"CAISSA  TOSUN  DEVELOPMENT  CO.,LTD.",000796,凯撒旅业,1997-07-03,,,,L 商务服务
主板,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD",000797,中国武夷,1997-07-15,,,,K 房地产
主板,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERIES CO.,LTD",000798,中水渔业,1998-02-12,,,,A 农林牧渔
主板,酒鬼酒股份有限公司,"JIUGUI LIQUOR CO., LTD.",000799,酒鬼酒,1997-07-18,,,,C 制造业
主板,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",000800,一汽解放,1997-06-18,,,,C 制造业
主板,四川九洲电器股份有限公司,"SICHUAN JIUZHOU ELECTRONIC CO., LTD",000801,四川九洲,1998-05-06,,,,C 制造业
主板,北京京西文化旅游股份有限公司,"BEIJING JINGXI CULTURE&TOURISM CO.,LTD",000802,北京文化,1998-01-08,,,,R 文化传播
主板,四川金宇汽车城(集团)股份有限公司,SICHUAN　JINYU  AUTOMOBILE　CITY（GROUP）CO.，LTD,000803,*ST金宇,1998-03-03,,,,C 制造业
主板,北海银河生物产业投资股份有限公司,"Galaxy Biomedical Investment Co.,Ltd.",000806,*ST银河,1998-04-16,,,,C 制造业
主板,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD",000807,云铝股份,1998-04-08,,,,C 制造业
主板,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,000809,铁岭新城,1998-06-16,,,,N 公共环保
主板,创维数字股份有限公司,"SKYWORTH DIGITAL CO.,LTD.",000810,创维数字,1998-06-02,,,,C 制造业
主板,冰轮环境技术股份有限公司,"Moon  Environment  Technology  Co.,Ltd.",000811,冰轮环境,1998-05-28,,,,C 制造业
主板,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP CO.,LTD",000812,陕西金叶,1998-06-23,,,,C 制造业
主板,德展大健康股份有限公司,Dezhan Healthcare Company Limited,000813,德展健康,1998-05-19,,,,C 制造业
主板,中冶美利云产业投资股份有限公司,"MCC MEILI CLOUD COMPUTING INDUSTRY INVESTMENT CO., LTD",000815,美利云,1998-06-09,,,,C 制造业
主板,江苏农华智慧农业科技股份有限公司,"JIANGSU NONGHUA  INTELLIGENT  AGRICULTURE  TECHNOLOGY  CO.,LTD.",000816,ST慧业,1997-08-18,,,,C 制造业
主板,航锦科技股份有限公司,"HANGJIN TECHNOLOGY CO., LTD.",000818,航锦科技,1997-10-17,,,,C 制造业
主板,岳阳兴长石化股份有限公司,YUEYANG XINGCHANG PETRO-CHEMICAL CO.，LTD.,000819,岳阳兴长,1997-06-25,,,,C 制造业
主板,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",000820,*ST节能,1998-06-30,,,,C 制造业
主板,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd.",000821,京山轻机,1998-06-26,,,,C 制造业
主板,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",000822,山东海化,1998-07-03,,,,C 制造业
主板,广东汕头超声电子股份有限公司,"GUANGDONG GOWORLD CO., LTD",000823,超声电子,1997-10-08,,,,C 制造业
主板,山西太钢不锈钢股份有限公司,SHANXI TAIGANG STAINLESS STEEL CO.LTD,000825,太钢不锈,1998-10-21,,,,C 制造业
主板,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",000826,启迪环境,1998-02-25,,,,N 公共环保
主板,东莞发展控股股份有限公司,"DONGGUAN DEVELOPMENT (HOLDINGS) CO., LTD",000828,东莞控股,1997-06-17,,,,G 运输仓储
主板,天音通信控股股份有限公司,"Telling  Telecommunication  Holding  Co.,Ltd.",000829,天音控股,1997-12-02,,,,F 批发零售
主板,鲁西化工集团股份有限公司,"Luxi  Chemical Group Co.,Ltd.",000830,鲁西化工,1998-08-07,,,,C 制造业
主板,五矿稀土股份有限公司,"CHINA MINMETALS RARE EARTH CO.,LTD.",000831,五矿稀土,1998-09-11,,,,C 制造业
主板,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",000833,粤桂股份,1998-11-11,,,,S 综合
主板,长城国际动漫游戏股份有限公司,"Great Wall International ACG Co., Ltd.",000835,*ST长动,1999-06-25,,,,I 信息技术
主板,天津富通鑫茂科技股份有限公司,"TIANJIN FUTONG XINMAO SCIENCE&TECHNOLOGY CO.,Ltd.",000836,富通鑫茂,1997-09-29,,,,C 制造业
